timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1734102729395,300,Moodle/success.txt-22,200,OK,Thread 1-1,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv6,300,0,0
1734102729392,303,Moodle/success.txt-7,200,OK,Thread 1-3,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv6,303,0,0
1734102729396,327,Moodle/canonical.html-17,200,OK,Thread 1-2,text,true,,298,303,15,15,http://detectportal.firefox.com/canonical.html,327,0,0
1734102729696,196,Moodle/success.txt-21,200,OK,Thread 1-1,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv4,196,0,0
1734102729697,199,Moodle/success.txt-6,200,OK,Thread 1-3,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv4,199,0,0
1734102729389,511,Moodle/moodle/-4,200,OK,Thread 1-4,text,false,"The operation lasted too long: It took 511 milliseconds, but should not have lasted longer than 400 milliseconds.",12661,740,15,15,https://cse.buet.ac.bd/moodle/,21,0,10
1734102729389,21,Moodle/moodle/-4-0,301,Moved Permanently,Thread 1-4,text,true,,585,370,15,15,http://cse.buet.ac.bd/moodle/,21,0,10
1734102729411,489,Moodle/moodle/-4-1,200,OK,Thread 1-4,text,false,"The operation lasted too long: It took 489 milliseconds, but should not have lasted longer than 400 milliseconds.",12076,370,15,15,https://cse.buet.ac.bd/moodle/,488,0,307
1734102729723,186,Moodle/success.txt-18,200,OK,Thread 1-2,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv4,186,0,0
1734102729902,70,Moodle/canonical.html-5,200,OK,Thread 1-4,text,true,,298,303,15,15,http://detectportal.firefox.com/canonical.html,70,0,0
1734102729896,89,Moodle/canonical.html-8,200,OK,Thread 1-3,text,true,,298,303,15,15,http://detectportal.firefox.com/canonical.html,88,0,0
1734102729910,78,Moodle/success.txt-19,200,OK,Thread 1-2,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv6,78,0,0
1734102729973,125,Moodle/success.txt-7,200,OK,Thread 1-4,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv6,124,0,0
1734102729893,210,Moodle/moodle/-23,200,OK,Thread 1-1,text,true,,12077,474,15,15,https://cse.buet.ac.bd/moodle/,208,0,51
1734102729985,121,Moodle/success.txt-10,200,OK,Thread 1-3,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv6,121,0,0
1734102729989,118,Moodle/canonical.html-20,200,OK,Thread 1-2,text,true,,298,303,15,15,http://detectportal.firefox.com/canonical.html,118,0,0
1734102730106,91,Moodle/success.txt-9,200,OK,Thread 1-3,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv4,91,0,0
1734102730100,99,Moodle/success.txt-6,200,OK,Thread 1-4,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv4,99,0,0
1734102730107,96,Moodle/success.txt-22,200,OK,Thread 1-2,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv6,96,0,0
1734102730103,101,Moodle/canonical.html-24,200,OK,Thread 1-1,text,true,,298,303,15,15,http://detectportal.firefox.com/canonical.html,101,0,0
1734102730205,198,Moodle/success.txt-26,200,OK,Thread 1-1,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv6,198,0,0
1734102730200,205,Moodle/canonical.html-8,200,OK,Thread 1-4,text,true,,298,303,15,15,http://detectportal.firefox.com/canonical.html,205,0,0
1734102730198,211,Moodle/canonical.html-11,200,OK,Thread 1-3,text,true,,298,303,15,15,http://detectportal.firefox.com/canonical.html,211,0,0
1734102730204,208,Moodle/success.txt-21,200,OK,Thread 1-2,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv4,208,0,0
1734102709433,21016,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to cse.buet.ac.bd:8080 [cse.buet.ac.bd/103.94.135.240] failed: Connection timed out: connect,Thread 1-5,text,false,"The operation lasted too long: It took 21,016 milliseconds, but should not have lasted longer than 400 milliseconds.",2758,0,15,15,https://cse.buet.ac.bd:8080/home/notice,0,0,21016
1734102730406,206,Moodle/success.txt-10,200,OK,Thread 1-4,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv6,205,0,0
1734102730412,211,Moodle/moodle/-23,200,OK,Thread 1-2,text,true,,12076,474,15,15,https://cse.buet.ac.bd/moodle/,210,0,0
1734102730410,216,Moodle/success.txt-12,200,OK,Thread 1-3,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv4,216,0,0
1734102730404,225,Moodle/success.txt-25,200,OK,Thread 1-1,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv4,225,0,0
1734102730627,186,Moodle/success.txt-13,200,OK,Thread 1-3,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv6,186,0,0
1734102730630,187,Moodle/canonical.html-27,200,OK,Thread 1-1,text,true,,298,303,15,15,http://detectportal.firefox.com/canonical.html,186,0,0
1734102730454,368,Moodle/canonical.html-1,200,OK,Thread 1-5,text,true,,298,303,15,15,http://detectportal.firefox.com/canonical.html,368,0,151
1734102730623,200,Moodle/canonical.html-24,200,OK,Thread 1-2,text,true,,298,303,15,15,http://detectportal.firefox.com/canonical.html,200,0,0
1734102730616,208,Moodle/success.txt-9,200,OK,Thread 1-4,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv4,208,0,0
1734102730817,200,Moodle/success.txt-28,200,OK,Thread 1-1,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv4,200,0,0
1734102730825,195,Moodle/canonical.html-11,200,OK,Thread 1-4,text,true,,298,303,15,15,http://detectportal.firefox.com/canonical.html,195,0,0
1734102730822,201,Moodle/success.txt-3,200,OK,Thread 1-5,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv6,201,0,0
1734102730814,213,Moodle/canonical.html-14,200,OK,Thread 1-3,text,true,,298,303,15,15,http://detectportal.firefox.com/canonical.html,213,0,0
1734102730823,206,Moodle/success.txt-26,200,OK,Thread 1-2,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv6,206,0,0
1734102731023,199,Moodle/success.txt-2,200,OK,Thread 1-5,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv4,198,0,0
1734102731027,202,Moodle/success.txt-15,200,OK,Thread 1-3,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv4,202,0,0
1734102731021,214,Moodle/success.txt-12,200,OK,Thread 1-4,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv4,214,0,0
1734102731018,224,Moodle/success.txt-29,200,OK,Thread 1-1,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv6,224,0,0
1734102731029,217,Moodle/success.txt-25,200,OK,Thread 1-2,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv4,217,0,0
1734102731232,76,Moodle/success.txt-16,200,OK,Thread 1-3,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv6,76,0,0
1734102731245,64,Moodle/canonical.html-30,200,OK,Thread 1-1,text,true,,298,303,15,15,http://detectportal.firefox.com/canonical.html,64,0,0
1734102731236,77,Moodle/success.txt-13,200,OK,Thread 1-4,text,true,,216,320,15,15,http://detectportal.firefox.com/success.txt?ipv6,77,0,0
1734102731246,71,Moodle/canonical.html-27,200,OK,Thread 1-2,text,true,,298,303,15,15,http://detectportal.firefox.com/canonical.html,71,0,0
1734102731309,325,Moodle/canonical.html-17,200,OK,Thread 1-3,text,true,,298,303,16,16,http://detectportal.firefox.com/canonical.html,325,0,0
1734102731313,324,Moodle/canonical.html-14,200,OK,Thread 1-4,text,true,,298,303,16,16,http://detectportal.firefox.com/canonical.html,324,0,0
1734102731310,329,Moodle/canonical.html-33,200,OK,Thread 1-1,text,true,,298,303,16,16,http://detectportal.firefox.com/canonical.html,329,0,0
1734102731317,324,Moodle/success.txt-28,200,OK,Thread 1-2,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv4,324,0,0
1734102731224,423,Moodle/moodle/-4,200,OK,Thread 1-5,text,false,"The operation lasted too long: It took 423 milliseconds, but should not have lasted longer than 400 milliseconds.",12660,740,16,16,https://cse.buet.ac.bd/moodle/,32,0,15
1734102731224,32,Moodle/moodle/-4-0,301,Moved Permanently,Thread 1-5,text,true,,585,370,16,16,http://cse.buet.ac.bd/moodle/,32,0,15
1734102731256,391,Moodle/moodle/-4-1,200,OK,Thread 1-5,text,true,,12075,370,16,16,https://cse.buet.ac.bd/moodle/,390,0,21
1734102731636,100,Moodle/success.txt-15,200,OK,Thread 1-4,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv4,100,0,0
1734102731639,97,Moodle/success.txt-34,200,OK,Thread 1-1,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv4,97,0,0
1734102731634,106,Moodle/success.txt-18,200,OK,Thread 1-3,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv4,106,0,0
1734102731641,101,Moodle/success.txt-29,200,OK,Thread 1-2,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv6,101,0,0
1734102731647,97,Moodle/canonical.html-5,200,OK,Thread 1-5,text,true,,298,303,16,16,http://detectportal.firefox.com/canonical.html,97,0,0
1734102731741,68,Moodle/success.txt-19,200,OK,Thread 1-3,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv6,67,0,0
1734102731744,65,Moodle/success.txt-7,200,OK,Thread 1-5,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv6,65,0,0
1734102731737,77,Moodle/success.txt-16,200,OK,Thread 1-4,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv6,77,0,0
1734102731737,82,Moodle/success.txt-35,200,OK,Thread 1-1,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv6,82,0,0
1734102731743,86,Moodle/canonical.html-30,200,OK,Thread 1-2,text,true,,298,303,16,16,http://detectportal.firefox.com/canonical.html,86,0,0
1734102731809,135,Moodle/canonical.html-20,200,OK,Thread 1-3,text,true,,298,303,16,16,http://detectportal.firefox.com/canonical.html,135,0,0
1734102731815,131,Moodle/canonical.html-17,200,OK,Thread 1-4,text,true,,298,303,16,16,http://detectportal.firefox.com/canonical.html,131,0,0
1734102731829,119,Moodle/canonical.html-33,200,OK,Thread 1-2,text,true,,298,303,16,16,http://detectportal.firefox.com/canonical.html,119,0,0
1734102731809,142,Moodle/success.txt-6,200,OK,Thread 1-5,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv4,142,0,0
1734102731824,168,Moodle/-36,200,OK,Thread 1-1,text,true,,8067,726,16,16,https://cse.buet.ac.bd/,137,0,116
1734102731824,137,Moodle/-36-0,301,Moved Permanently,Thread 1-1,text,true,,571,363,16,16,http://cse.buet.ac.bd/,137,0,116
1734102731961,31,Moodle/-36-1,200,OK,Thread 1-1,text,true,,7496,363,16,16,https://cse.buet.ac.bd/,29,0,0
1734102731993,10,Moodle/public/js/color-modes.js-40,200,OK,Thread 1-1,text,true,,1213,397,16,16,https://cse.buet.ac.bd/public/js/color-modes.js,10,0,0
1734102732004,12,Moodle/public/css/carousel.css-39,200,OK,Thread 1-1,text,true,,993,410,16,16,https://cse.buet.ac.bd/public/css/carousel.css,11,0,0
1734102731947,75,Moodle/success.txt-18,200,OK,Thread 1-4,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv4,75,0,0
1734102731945,79,Moodle/success.txt-22,200,OK,Thread 1-3,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv6,79,0,0
1734102731951,79,Moodle/canonical.html-8,200,OK,Thread 1-5,text,true,,298,303,16,16,http://detectportal.firefox.com/canonical.html,79,0,0
1734102731949,82,Moodle/success.txt-34,200,OK,Thread 1-2,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv4,82,0,0
1734102732017,26,Moodle/public/js/bootstrap.bundle.min.js-42,200,OK,Thread 1-1,text,true,,24152,391,16,16,https://cse.buet.ac.bd/public/js/bootstrap.bundle.min.js,18,0,0
1734102732044,144,Moodle/public/css/main.css-44,200,OK,Thread 1-1,text,true,,3675,406,16,16,https://cse.buet.ac.bd/public/css/main.css,144,0,0
1734102732023,280,Moodle/success.txt-19,200,OK,Thread 1-4,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv6,280,0,0
1734102732025,281,Moodle/success.txt-21,200,OK,Thread 1-3,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv4,281,0,0
1734102732031,281,Moodle/success.txt-10,200,OK,Thread 1-5,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv6,281,0,0
1734102732189,125,Moodle/public/js/jquery-1.11.2.min.js-43,200,OK,Thread 1-1,text,true,,33635,388,16,16,https://cse.buet.ac.bd/public/js/jquery-1.11.2.min.js,113,0,0
1734102732031,286,Moodle/success.txt-35,200,OK,Thread 1-2,text,true,,216,320,16,16,http://detectportal.firefox.com/success.txt?ipv6,286,0,0
1734102732315,22,Moodle/public/css/bootstrap.min.css-41,200,OK,Thread 1-1,text,true,,31587,415,16,16,https://cse.buet.ac.bd/public/css/bootstrap.min.css,17,0,0
1734102732318,41,Moodle/-36,200,OK,Thread 1-2,text,true,,8067,726,16,16,https://cse.buet.ac.bd/,17,0,8
1734102732318,17,Moodle/-36-0,301,Moved Permanently,Thread 1-2,text,true,,571,363,16,16,http://cse.buet.ac.bd/,17,0,8
